tid,age_group,competition_level,n_games_scored,last_game_scored_ts
9f5e632334bdb4c014525c02725cd1a7,Over 18,school,24,2020-03-12 18:08:15
e01207d3642506e2be410e35b7800218,Over 18,school,18,2020-03-12 18:28:44
27910edd8f2fbd50aeb4274b98589361,Over 18,school,20,2020-03-12 19:44:05
5514d2ca8d35696a4ea5679400726fef,Between 13 - 18,school,5,2020-03-12 21:33:58
09dead7424f1252e97ca41a8ec9251ae,Between 13 - 18,school,6,2020-03-12 21:34:44.199294
0f7b0899dd7f520c9cdbcbbc20060980,Between 13 - 18,school,13,2020-03-13 01:14:43
045616f111e9ac1ad57f9cad95152560,Under 13,recreational,3,2020-03-13 23:53:14
ddcea48f6c94e46f8a0c8a83f7b066e9,Under 13,club_travel,6,2020-05-30 20:19:56.76284
44e1d7b9b339aa85758c8eebf48d880d,Under 13,club_travel,2,2020-06-06 18:17:45
ff83d15ec7ceccca06a1e106fbe11de1,Under 13,club_travel,9,2020-06-18 01:46:35
0e779839086c56770a375e6e676446e2,Between 13 - 18,club_travel,2,2020-06-21 17:30:50
fc112896a5a3bd7e3a69efdcd0d87dce,Between 13 - 18,club_travel,12,2020-06-28 13:01:22.997817
73a42e960f7b5700e26a4b11bc2de012,Between 13 - 18,club_travel,18,2020-07-05 17:23:43
3db688b85eaa659671ecd8d81cb39624,Under 13,club_travel,26,2020-07-11 13:22:47.613466
7c976d52804c5b6438106adfb585aee3,Between 13 - 18,club_travel,20,2020-07-11 18:58:38
e01753681449910d4e8429a1d8cdadfb,Under 13,club_travel,20,2020-07-12 02:32:07.232433
0553584db66089dd3049c7643223e902,Under 13,club_travel,7,2020-07-17 11:31:34
a0844eec1eb4e1c9fea2536be0c6a95a,Under 13,club_travel,30,2020-07-17 18:41:51.332929
9f5863d31f0b43714552fda6a75ecb89,Under 13,club_travel,46,2020-07-18 14:00:15.919062
55e7a8c9bacd65e8af1c4953214198b2,Under 13,club_travel,8,2020-07-18 22:37:19
19a01741ec303628640a3451ef2ff4db,Between 13 - 18,club_travel,22,2020-07-19 13:17:56
e139284f890055d96fe496cd5e80af68,Between 13 - 18,club_travel,27,2020-07-19 13:47:57
d8ee6eec5d186abfa57fdef0c408b6c6,Under 13,club_travel,41,2020-07-19 14:13:00
b59ce40554092ea264ab84f324f86122,Under 13,club_travel,21,2020-07-19 14:44:25
cf86baddb199272398d5a29387d76b58,Between 13 - 18,club_travel,22,2020-07-19 14:55:44
20754c2f4733cf1684757f46a3983506,Under 13,club_travel,62,2020-07-19 18:45:14
94ab21e11bd089d17201fbeeeab162c9,Under 13,club_travel,40,2020-07-19 20:33:17
6186648ebc80fbd5a495def93fcd8882,Under 13,club_travel,55,2020-07-19 20:44:34
0293461e6d6435031706a9d80e0a4cde,Between 13 - 18,club_travel,27,2020-07-21 21:31:43
1e31867eca19be9713310d3e94d0c134,Between 13 - 18,club_travel,23,2020-07-21 21:44:19
9f94e90af5bbcb5be9f764f02ba289e6,Under 13,club_travel,31,2020-07-22 22:34:31
77b33002e1add413aab9ceb00e780712,Under 13,club_travel,29,2020-07-23 21:54:53.717314
8987acc1be8a11bd15e8911f4bcb56f8,Under 13,recreational,6,2020-07-23 22:29:36
f5c11fd807997bcc4e678152a339dc58,Between 13 - 18,club_travel,26,2020-07-25 14:43:21
597a05eaf5fd2cfd92b504e141046c83,Under 13,club_travel,15,2020-07-25 17:48:24
adde66bb4b4225f5403c7817cd417004,Under 13,club_travel,23,2020-07-25 23:16:29
c43eeba30fb8a5c50d6dbf1c60a16de6,Between 13 - 18,club_travel,30,2020-07-26 15:13:05
1dbdafb3652ceb57f03814f8ed408a29,Under 13,club_travel,39,2020-07-26 17:09:54.306557
e72df702cc2b578a1f4d17e3cbdf98b7,Under 13,club_travel,20,2020-07-26 17:41:36
aa4efa6a5330934543ef72de602c09be,Between 13 - 18,club_travel,28,2020-07-26 19:57:46
578eb2075aab91988111eb3a6cc2fd99,Between 13 - 18,club_travel,33,2020-07-26 20:05:05
3f15b093dff2a89f99b0918151ed6625,Under 13,club_travel,41,2020-07-26 21:38:16
0776d8e792643ef29e6254bb99217e49,Under 13,recreational,15,2020-07-30 23:04:48
ad78b873b744af27aa2193bf6c5da1ef,Between 13 - 18,club_travel,17,2020-08-01 14:25:38
f4ddc07c7c7805c8d9b6a9333c4eb9e4,Under 13,club_travel,33,2020-08-01 18:01:13.03537
c31b56246a869ed981741286abe9fee8,Under 13,club_travel,11,2020-08-01 22:07:12
0ab06bec52859e44025c3a9f61392062,Under 13,club_travel,28,2020-08-02 12:52:48
5d4faa61bff4ad475c8d25ad09348ece,Between 13 - 18,club_travel,23,2020-08-02 13:43:17
87b4cb277dc835a297fd35fcfa872dbf,Under 13,club_travel,28,2020-08-02 16:36:48
628fc02a1b3890bd5786b7ad59f4bddd,Between 13 - 18,club_travel,19,2020-08-02 19:47:33
d3bcb12eedb30afbebb36bbb17e9e778,Under 13,club_travel,39,2020-08-02 19:48:09
96c8314d170b660e06953059f0d61013,Between 13 - 18,club_travel,32,2020-08-04 23:41:48
d58fbcf1cb4f5e6f970ceb5a97624e7e,Under 13,club_travel,20,2020-08-05 22:56:13
b4b22dd1d28a4586e8a6b5ed14a71330,Between 13 - 18,club_travel,45,2020-08-06 18:27:59
be47522425ba6f9aa25e4b509d8be96e,Between 13 - 18,club_travel,26,2020-08-07 14:31:30
a37ffbf3b392b799e22a5f4eb475ff22,Between 13 - 18,club_travel,28,2020-08-08 22:16:28
a139affce53610aba07f91934af48c71,Under 13,club_travel,19,2020-08-09 11:56:22
878546cf0f741fca0d468c3090242782,Under 13,club_travel,40,2020-08-09 12:54:28
414ba0c42171f7f0eae7095aeb31e7fc,Under 13,club_travel,29,2020-08-09 13:40:43
978619584c9e772b12965b4a15bc4913,Under 13,club_travel,21,2020-08-09 15:09:23
d96471b3e2cb6c5ff279a225410b3ae0,Under 13,club_travel,18,2020-08-09 15:32:25
471d22e7b8cdd44b767bc4af1903607a,Between 13 - 18,club_travel,46,2020-08-09 21:06:26
9d7d9a9ca7d53d804f5d7c5e9b1493fa,Between 13 - 18,club_travel,22,2020-08-09 21:57:05.999879
ba048a529d8219f88aed66d302127091,Under 13,club_travel,22,2020-08-14 22:27:48
7e76aa9ceedb34f576e215332a122779,Between 13 - 18,recreational,9,2020-08-15 13:38:40
01c5e870f4ca8817ce4085f7781129ea,Between 13 - 18,club_travel,25,2020-08-15 14:44:02
200bf58d4e75571db2bcfb88689596c0,Under 13,club_travel,50,2020-08-16 01:55:24
684583bedd1facdfea8b69f6a12299dd,Between 13 - 18,club_travel,16,2020-08-16 13:34:57
4a2d955c3bb0a648730d01d85631e09f,Between 13 - 18,club_travel,11,2020-08-16 17:31:07
3f2156da246abdd21f3c363c9be77f12,Between 13 - 18,club_travel,20,2020-08-16 19:47:26
e091bfe0d02e80939534de5bdc0d6ec7,Between 13 - 18,club_travel,16,2020-08-17 00:01:40
d081a249e66f6f65467346eec157bca9,Under 13,club_travel,20,2020-08-18 18:41:45.538341
669d4906a1a14b24314a3bd6d5d6ffc1,Under 13,club_travel,33,2020-08-23 13:41:07
70f01f9c2d3e579438d818f4f38f876a,Under 13,club_travel,31,2020-08-23 21:50:30.626821
db933d9418b2961b7362fadfe7abd272,Under 13,club_travel,23,2020-08-23 22:56:30
36ec2a4fbd322b6e6a3d53a22688e2a7,Under 13,club_travel,27,2020-08-27 12:56:21
bd3ced84888471319f74617c36f96dab,Under 13,club_travel,43,2020-08-29 16:35:35
a13fe3d905d3a49de6d10c342602e222,Under 13,club_travel,22,2020-08-30 16:45:46.209117
c7486da2b4cf87463df6e6c2969a095f,Under 13,club_travel,27,2020-09-12 17:24:30
1d53217fcff1f76885181045ef6b7d01,Under 13,club_travel,4,2020-09-19 21:29:39.951227
faca89d2f73153c5a9ceb5d763354b3c,Under 13,club_travel,5,2020-09-20 23:02:38
84ec485ec49777a92a1c8357d4ef8631,Under 13,club_travel,6,2020-09-20 23:07:25
24102c13afd2d60bcacf3d2132ffc497,Between 13 - 18,club_travel,5,2020-09-24 16:41:19
1966e21e93ee716573b3ba7f4c60dd84,Under 13,club_travel,3,2020-09-26 22:32:20
0e35ed6715a9bd3b41a98f1b66615537,Under 13,club_travel,38,2020-09-27 01:19:22.645567
48c7fad88c5b1716f9249d13fa7581f9,Under 13,club_travel,9,2020-09-27 13:17:33
d0e28201e5448a479a4e81bfe2c799a4,Under 13,club_travel,6,2020-09-27 16:57:42.140497
138ab12233c93c6618f0e2af1cab02c0,Under 13,club_travel,6,2020-09-27 18:43:26.052165
c410df6f521e90a335c8a11be3c783b8,Between 13 - 18,club_travel,2,2020-09-27 19:42:16
61d78bf8285a2e5342392a60c2dd26e8,Under 13,club_travel,13,2020-09-27 20:37:33
185260f8b60a8421806cfd0e16438c2a,Between 13 - 18,club_travel,8,2020-09-27 20:43:32.022329
ef8acda8bdd074952f04afe8965bd2fe,Between 13 - 18,club_travel,8,2020-10-02 22:01:27
db29ee6ca49ed3496097992ac80633d7,Between 13 - 18,school,20,2020-10-03 14:46:43
1e17e158fa4320aa7bbf44eb2a213b23,Between 13 - 18,club_travel,1,2020-10-03 14:59:02.226635
c9c372ca2a3b55a5700ce4fd87cd3be0,Under 13,club_travel,8,2020-10-03 15:27:37
1fe3c49a57b22da75d7c84dcc34807f4,Between 13 - 18,club_travel,50,2020-10-03 15:43:17
59ce9873b51058effffc7f2abf93a02c,Between 13 - 18,club_travel,9,2020-10-04 11:56:07
d6cf490257a99a729ff9504ccb0310da,Under 13,club_travel,8,2020-10-04 12:37:20
7da3e5827aaad7e6e9672323b627800d,Under 13,club_travel,15,2020-10-04 12:46:51.727507
d385e85139602513ccd829e8fda406ec,Under 13,club_travel,36,2020-10-04 14:42:46
2b446356b8ffe25f80dad6d94c8e5bc6,Under 13,club_travel,4,2020-10-04 14:48:20
1b59aeb5326213351816a72492fa94c2,Under 13,recreational,28,2020-10-04 15:12:18.650371
edfffb0f343b3dac75c52bb5a5d5fe7c,Between 13 - 18,club_travel,16,2020-10-04 16:17:41
5d1ed6d33b352c97ae58a18ddb65e1ff,Under 13,club_travel,11,2020-10-04 18:00:44
e121aa7f4a391844bc8896f50d7a99be,Between 13 - 18,club_travel,47,2020-10-04 18:13:37
bbe1112b3726f267135e3103df03ee1e,Between 13 - 18,club_travel,24,2020-10-04 18:28:06
c25d313a1ffbea4a56634d0439d58790,Between 13 - 18,club_travel,12,2020-10-04 18:58:28.299219
ce5345c715cb37235062b195fd1fa445,Between 13 - 18,club_travel,15,2020-10-04 19:12:32
1108fee4c126482f129cb34a9d755ab5,Between 13 - 18,club_travel,21,2020-10-04 19:43:14
01d337556dbcd4192f21d88c8953d06a,Between 13 - 18,club_travel,8,2020-10-04 20:01:12
d48ebcc97eeb861792cf4b4d8473a319,Between 13 - 18,club_travel,4,2020-10-04 20:24:15
fc007023a88ce8ce7ea7ca255c104d10,Under 13,recreational,8,2020-10-04 20:57:01
4dc6bd63cbbf17c0062200abdcfb0759,Under 13,club_travel,13,2020-10-04 20:59:26
0aec60ecfd0588012c4ff2ebc95cf72a,Under 13,club_travel,29,2020-10-04 21:58:09
08a2524e80cbcc1fd5d914147e8d027e,Between 13 - 18,club_travel,18,2020-10-04 23:23:00
ff653aea59f02643a881b628350d2178,Between 13 - 18,club_travel,2,2020-10-04 23:46:58
ea57fed3daff2d9cad3dd0daf4fc6f09,Between 13 - 18,club_travel,6,2020-10-05 03:13:21
44eff7722fd08b8eea695e4418adbd5b,Between 13 - 18,club_travel,30,2016-09-11 19:39:07
0a60e42614f61be5fbadf37c797fedd4,Under 13,club_travel,8,2017-04-01 20:39:03
065863c40201036f9bda04c600359906,Under 13,school,1,2017-04-17 23:25:38
a36b8f18a9dee542803e0e4d63a2c71c,Between 13 - 18,school,1,2017-04-20 18:51:46
34b352dbabd7b4ce1019fd82e02cc55a,Between 13 - 18,school,29,2017-04-22 19:10:53
2b77fdc7afca98e89e5dbac63e75e9ba,Between 13 - 18,school,39,2017-05-06 19:20:04
ba3da3bf829c2408652c0389522a1c5b,Between 13 - 18,school,22,2017-05-10 20:25:07
feb70f2ee2e070316a0c51f87a1d5ac8,Under 13,recreational,16,2017-05-16 00:06:48
1fa43fa433cb27a7ab48a18bfae249ef,Under 13,club_travel,31,2017-06-11 17:59:52
7825c8be71a75860e2d3ca53d4e97897,Under 13,club_travel,35,2017-06-24 16:25:29
0254eef5391d79c227491ff2b4ef7283,Under 13,club_travel,25,2017-06-25 12:52:22.480643
3ae954d87406459fd83148c8f284264f,Under 13,club_travel,24,2017-07-07 21:44:06
d0080e65877643ef47c5510482dd9f0f,Under 13,club_travel,51,2017-07-09 14:38:55
7f262ca85d153f362507cabde70339a5,Under 13,club_travel,51,2017-07-11 12:31:09
958b0d17cfccb5d836f5d38d18000fda,Under 13,recreational,3,2017-07-17 21:13:05
4b0c67972a4e0b2919978d293101e739,Under 13,club_travel,23,2017-07-20 22:06:13
84f673803eb44514d1955a9cf8ea8f6a,Between 13 - 18,club_travel,20,2017-07-23 11:46:37
6b06df73e6a499f9c5d7739890770d78,Under 13,club_travel,47,2017-08-26 17:32:36
732d97ec56ad272d24d376133416baaf,Under 13,club_travel,3,2017-09-24 17:52:24
e0271482c87511f17ea0c37458609d26,Between 13 - 18,club_travel,12,2017-09-30 17:56:32.816513
3ed09ae70f76fd0be909281ff5664bc2,Under 13,club_travel,1,2017-10-08 23:55:13
0ad12e12dc1ac94aeb7dbd06b5c1a155,Between 13 - 18,club_travel,4,2017-10-22 14:47:35
e15398fd3fcae213514a133b8596728b,Between 13 - 18,club_travel,6,2017-10-22 21:28:31
b7f376c645965aef99635e0d2adb6f49,Under 13,club_travel,19,2017-10-29 17:05:15
fafdcddb46b45ba6045a618c3703fe5d,Under 13,club_travel,28,2017-10-29 17:06:06
12474fb0c2022474ebb0b27a5c209ea1,Under 13,club_travel,26,2017-11-05 13:57:22
aeaef5d0f51a04b4c0aa895fa1a5be9c,Under 13,club_travel,27,2017-11-12 15:35:58
1b7ed29e53eb4fb1b47816cd48f2d82e,Between 13 - 18,school,30,2018-05-15 17:42:01
9df0c5a004ce010f2105c0f97dcdda9c,Between 13 - 18,school,25,2018-05-17 21:00:09.158948
1b63f559e898142a2a11a7a1bcd7b54e,Under 13,club_travel,3,2018-05-19 20:51:33
2e71df45ea1f743a8112236e963ac382,Between 13 - 18,school,27,2018-05-23 20:32:43
aa587b50a164bc7c666bd2b9fa96583e,Between 13 - 18,club_travel,2,2018-05-24 23:31:52
fd07384d80c5be9f17cab55f8bfe09e7,Under 13,recreational,14,2018-05-26 00:52:55
5868965620130f627048da84fd9d097b,Under 13,recreational,10,2018-06-02 17:15:43
e25bad8b16c539b79ba3271661ba12fe,Under 13,recreational,10,2018-06-05 00:25:21
03f46fd9a6eaac13ac21ad12e0d24b8f,Under 13,club_travel,14,2018-06-10 17:18:28
08523133575a6f5265f844b22d5de80b,Between 13 - 18,club_travel,1,2018-06-17 21:38:09
8bbeb58c40a1b0e0eff25167f47a64e3,Under 13,recreational,4,2018-06-18 22:46:52.688817
898847b6301f8871a2c185a4a0e9e27e,Under 13,school,17,2018-06-23 13:27:47
7879dbb0860980eda5ec52a261c0b194,Under 13,club_travel,45,2018-06-24 21:23:41
19cef2296f526ab866b50e22413aa35f,Between 13 - 18,club_travel,34,2018-06-28 00:10:23
06cc4e277bace26999936c7e51a14db5,Under 13,recreational,8,2018-06-28 02:06:17
bc53fd677dee6ca7fe5e367ccbdf2207,Under 13,club_travel,71,2018-06-29 13:51:51
7a9376899923b28959034fa61a5cb7bf,Between 13 - 18,club_travel,55,2018-06-29 16:52:06
d767601b7d8bb801db24c439713d9cc0,Under 13,club_travel,7,2018-06-30 12:33:07
ea63987c3951e6e2b7e2a32740553bbc,Under 13,club_travel,18,2018-06-30 16:46:46
a70c02d7d27199e1807beee6b8943daa,Under 13,recreational,24,2018-07-01 02:19:22
601f3233b27e01edf5c9f83b3c5bad38,Under 13,club_travel,26,2018-07-01 12:54:09
48b6975d158321c86919fd8b8ec25993,Under 13,club_travel,39,2018-07-02 14:42:07
a9f13dc2175be85639322a563b5fde26,Under 13,recreational,19,2018-07-05 20:41:22
f2b411ab16e24936295fe4f304936fdc,Under 13,club_travel,28,2018-07-07 19:41:22
729d1cf7c534b071cd748f8bee147251,Between 13 - 18,club_travel,38,2018-07-08 16:04:44
3fdc12971cce9f11d0d2472db6be7437,Under 13,club_travel,3,2018-07-10 00:32:54
70249806e9d9da3bed1ac3e3924c8726,Under 13,club_travel,29,2018-07-15 15:07:05
af73604cf7417a0d6aaf508afc8b706a,Under 13,club_travel,36,2018-07-15 20:48:17
6e9158a8c9e936ad02494e3b9200e123,Under 13,recreational,15,2018-07-15 20:57:01
bd4d5cc55d668e36a0086619547fe148,Under 13,club_travel,38,2018-07-18 17:28:27
283d4abe0d5e3f78bf14a8cfd0de102c,Between 13 - 18,club_travel,71,2018-07-20 14:22:35
db005c90e57415f4e5e9191fc9b65e2f,Under 13,school,3,2018-07-20 21:52:24
4b65877b3cd4643baab7d577b7058990,Between 13 - 18,club_travel,46,2018-07-21 13:08:41
2af980fb68cea217ca21ded72a40c617,Between 13 - 18,club_travel,33,2018-07-21 20:59:17
a4924aa4bcf2a1f5db25099bbe1c39f9,Under 13,club_travel,3,2018-07-22 13:14:10
ae6db4447a5c739e7b9a6e7a2d531033,Between 13 - 18,recreational,1,2018-07-22 18:37:02
a4848bb308ad86b268578226ebba8969,Between 13 - 18,club_travel,26,2018-07-23 18:04:36
61a75e26091a5760df6fe00d44b0a4e4,Between 13 - 18,club_travel,26,2018-07-23 20:28:16
c43a79b5eaf804608db2b8707ecdd970,Over 18,recreational,5,2018-07-24 19:42:26
c338195106ec55012e8dee3745d6f8a4,Under 13,recreational,11,2018-07-24 21:53:50
b1eec725d0253b5e40cd27b9a34cfba4,Under 13,club_travel,59,2018-07-26 14:48:05
beb3b624934469859760e0eec5050cc2,Under 13,club_travel,20,2018-07-29 14:22:24
c241075a46d61ce5d7f967d4d71f5075,Between 13 - 18,club_travel,49,2018-07-29 14:40:52
bf1a6b333ffbe077ee9f7d9189375efc,Between 13 - 18,school,48,2018-07-31 20:45:09
952856bf75795806ed5a55bbd5dc942f,Between 13 - 18,club_travel,30,2018-08-05 19:23:49
37b6132b05e2b02db397c84ca513ab28,Between 13 - 18,school,14,2018-09-05 03:08:51
388bc48728bfc21a75ed1410250749aa,Between 13 - 18,school,37,2018-09-28 19:33:36
d7d3dbd09bb4b9bf2782f9b4dcf91bf0,Under 13,recreational,9,2018-09-30 18:09:30
a0d8dc9590acf110005deaf3cfb69248,Under 13,club_travel,23,2018-10-06 21:27:33
d924f7ad3005b345d5d030df19f61d2e,Under 13,club_travel,19,2018-10-07 18:31:07
52353211140129536915594d4603daa5,Under 13,club_travel,10,2018-10-07 20:06:36
6e4ed619f897535b872b1426a192cfeb,Between 13 - 18,school,25,2018-10-11 20:51:05
d747b42d53f04c4b2920d734ecad5818,Between 13 - 18,club_travel,25,2018-10-14 15:58:55
39b2fd962a72b539c776035327dd220c,Between 13 - 18,school,28,2018-10-16 16:58:10
af058870e38920a8359847910b87dd65,Under 13,club_travel,1,2018-10-20 21:01:23
e86da57b8ebd74c976600e2e524f5831,Under 13,club_travel,27,2018-10-21 19:12:27
afb9ec1136e5115d56b479e31e6dfabc,Under 13,club_travel,1,2018-10-28 15:21:49
b146cbea6c7c5fee2d4b836dd9b26160,Under 13,club_travel,11,2018-10-28 16:57:14
3c497ef263802160453a405ee8f2bfa4,Under 13,club_travel,12,2018-10-28 19:33:00
d67f1f470e2231c44502a7f5ffa08ff0,Under 13,club_travel,6,2018-10-28 21:04:46
a554f99d0946f85dc76172662bffa7db,Between 13 - 18,recreational,11,2018-10-29 03:51:28.360594
21b895d31487d4c6223bb5c068f632e9,Under 13,club_travel,18,2018-11-04 18:07:25
0b7b241dedb0ec7e8a13c08444933d14,Under 13,club_travel,21,2018-11-04 21:42:55
0eec89c2519ad776e7346e200fde4976,Between 13 - 18,club_travel,22,2018-11-18 13:49:05
49f12c1dbaf005e547bfd6ea47b2003a,Under 13,club_travel,29,2018-11-18 22:00:41
26f985a2adc2cae190f677d29f9146d5,Under 13,club_travel,24,2018-12-30 19:42:29
3083708cee8cf3265a9b0188f80a1039,Between 13 - 18,club_travel,2,2019-02-09 19:41:26
cd0b362a265e3c2f7e4d835e270dce8a,Under 13,club_travel,38,2019-03-23 22:54:49
d5499bc42059f0ab5c53198be91059b9,Under 13,club_travel,1,2019-03-25 00:09:03.90612
748b0248fe952a9c91c45951cfce9bee,Under 13,recreational,1,2019-04-09 03:48:26
ccfbf1ebb0da3918960ccc7bd3e9f48f,Between 13 - 18,school,12,2019-04-15 17:03:27.965943
1c32dee937b57f50a906dcc8bc3e1c20,Between 13 - 18,school,15,2019-04-16 22:36:12
c8ceb6937aa475ccdd42439dfee03756,Between 13 - 18,school,31,2019-04-25 21:15:52
cddfe10c936bfe796dee1ff131419e00,Under 13,club_travel,6,2019-04-27 21:54:46
0eeeddd682ee5fc8e2bb41629334649f,Between 13 - 18,school,34,2019-05-03 16:08:17
5af0b638c931adc2c463bc967dcd8143,Between 13 - 18,school,41,2019-05-07 21:18:25
1ac14c6430d1b90a69720bb2ed7607d0,Between 13 - 18,school,38,2019-05-10 17:38:13
d41eaa39e707a3e570f7e50e071e4928,Between 13 - 18,school,22,2019-05-10 20:22:45
9eef822f6a8f181b16e4f4ab0b8a61b9,Under 13,club_travel,29,2019-05-12 14:06:23.975191
d8080b3d2b01329d6f26fc8da279ecaf,Between 13 - 18,school,25,2019-05-13 22:35:05
e845be42525e545bc1adddb6a8f82973,Under 13,recreational,8,2019-05-14 03:09:02
cb6d6da065becd706c8c133616b7b579,Between 13 - 18,school,26,2019-05-15 22:51:38
8272938c620f9cf7206fe2bc550748e5,Under 13,recreational,15,2019-05-15 23:51:09
d0211c0f556e4789bd64599be75eaf02,Between 13 - 18,recreational,4,2019-05-16 21:11:37
f1ad5285f9d00d5346b66518ee7a19a4,Between 13 - 18,school,34,2019-05-17 22:11:07
81bf2cefff0bbb723b287be03985d287,Under 13,club_travel,19,2019-05-18 15:31:16
fe73e2e7dace5cf4c43dcf3d4abb96fc,Under 13,club_travel,17,2019-05-18 19:30:47
d723792d4f8b1ad4a6fd767fbddef960,Between 13 - 18,school,18,2019-05-23 20:50:16.840751
de17f193ee35edad9a2ff278fea0e84f,Between 13 - 18,school,43,2019-05-23 20:53:29
fb33431c3691c41e707182256552a71f,Under 13,club_travel,2,2019-05-27 20:53:17
3ad991d25aed07acd7705e67a8bcf69b,Under 13,club_travel,32,2019-05-28 00:01:11
9481fe949f154312ddfd61803c155264,Between 13 - 18,school,24,2019-05-30 19:26:23
626b22f948489f1905cce37d1e4dc31a,Under 13,recreational,12,2019-06-05 21:55:42
12abc9e0c6943d2827a897963fb89494,Under 13,club_travel,17,2019-06-09 15:29:55
46e156f839518becc06d264fa6672922,Under 13,recreational,24,2019-06-09 20:55:44
063279f9a2f0589afea3d5d712461d26,Under 13,club_travel,28,2019-06-16 15:53:16
bd1c309617629a6b2dd021c819b3d990,Under 13,club_travel,14,2019-06-16 18:46:16
a402eba68d7c2d7b56ef2d1fa33296f8,Under 13,recreational,16,2019-06-22 23:19:24.617296
7704ad28269ede89b87995e872e10cb7,Under 13,club_travel,20,2019-06-23 00:13:22.978397
b9bfd6856bd41a68d99e5f60650f5fb8,Under 13,recreational,17,2019-06-24 00:09:53
e74f7454ca2388ed81efb04855617c1e,Under 13,recreational,19,2019-06-24 21:21:36
fc513abf24671de8f626a798aad8a4ea,Under 13,club_travel,38,2019-06-24 22:40:13.016478
722057dcb8343dbb64503d6bc0ec358c,Under 13,club_travel,45,2019-06-25 16:57:52
42f021403304729618230739611bfb8e,Between 13 - 18,club_travel,8,2019-06-26 00:19:23
fdb1a0d28a64ff019ee577246b9ffc55,Under 13,club_travel,16,2019-06-27 21:57:20.996911
c784f80208bfa958dd4eb68ce883b80d,Between 13 - 18,recreational,14,2019-06-28 02:46:41
6d014bd08221865b06ad30187af2b87e,Under 13,club_travel,33,2019-06-28 12:59:03
7bc1e90389c8c011616253b1e548956a,Between 13 - 18,recreational,15,2019-06-29 13:03:29
316d6a3fed0cc500d84861c3a488e0eb,Under 13,recreational,2,2019-06-29 21:15:19
79c7372613bc2cc5684ab64efebe736e,Under 13,club_travel,29,2019-06-30 11:33:44
31833d9451914168267fcdecbd851022,Over 18,recreational,5,2019-06-30 12:13:09.629528
44e2554483b12586c8d5325eacf2b94e,Under 13,club_travel,35,2019-06-30 15:14:44
4d8f660c470ea7db34bb0ea93899ac45,Under 13,club_travel,53,2019-06-30 21:58:48
375092d42a93875cb13f6c6e85398540,Between 13 - 18,school,8,2019-07-01 20:55:19
0718f1be904a4193ba578b455178e211,Between 13 - 18,recreational,17,2019-07-02 01:28:44
197719d6a0e1b8c49ad41fca5049ae9b,Under 13,recreational,23,2019-07-02 17:17:30
bc839d488af3adeb900e90735ce9bd95,Between 13 - 18,club_travel,10,2019-07-05 17:26:40
a43cd6547dc67e9ded1cb66ff1ca5546,Under 13,club_travel,33,2019-07-06 15:50:27
54a6a089b3be2e525cd2b6c6841a6024,Between 13 - 18,club_travel,63,2019-07-06 19:18:10
8fdfa608bf6b94a33ccc5c1333fc72ec,Under 13,club_travel,23,2019-07-07 17:36:06
99c1b63341fa84e3ff338e75dd195f9f,Under 13,club_travel,35,2019-07-07 18:59:16
9bc7a69db6694292ee20fcbefedea930,Between 13 - 18,club_travel,48,2019-07-07 21:33:21
4ee5ab42dae216f18d23bf1aa62baabd,Between 13 - 18,school,16,2019-07-10 02:28:47.808404
6911d324e688ec8bca473c5707d6ed75,Between 13 - 18,club_travel,50,2019-07-13 00:27:54
78f33c6ee5bb5480ce5fabc4f80c332f,Under 13,recreational,35,2019-07-13 15:31:34
4ec52abcbb21b672b8accdbf467a5549,Between 13 - 18,club_travel,34,2019-07-14 14:05:47
aedbd4854de500a9681348fb77e6466b,Between 13 - 18,club_travel,15,2019-07-14 15:21:04
9a952acb0a10f3f742890ac9304e1f9d,Under 13,club_travel,27,2019-07-14 21:15:52
6e3f5c21dfda68587065cb331daa5586,Under 13,club_travel,36,2019-07-15 00:36:55
26e0d56febcd3694fbe4fb6d846f5680,Between 13 - 18,school,36,2019-07-15 17:47:45
6cfe4d230fdec62daed1d9efb272157a,Under 13,club_travel,4,2019-07-16 22:00:01.371781
6c195c848e5bb11945451791b5e4288a,Between 13 - 18,club_travel,28,2019-07-17 17:42:15
8efc8843506cdd164dff6bdeab1b50dd,Under 13,club_travel,29,2019-07-17 21:51:16.763875
5cac2b78ae7a522ae3c8e394a923f183,Between 13 - 18,club_travel,24,2019-07-20 13:00:25
d400d3580db76dfb6d4f41094fbecac1,Between 13 - 18,club_travel,37,2019-07-20 20:01:24
ee7f2f294f12307178bce6c7a5133551,Under 13,club_travel,22,2019-07-20 20:06:26
27ba0792e278629bf4ed9038502ccda7,Under 13,club_travel,43,2019-07-21 00:06:44
4354d520a9b2f9df0d6a74bcfd48aba7,Between 13 - 18,club_travel,35,2019-07-21 11:27:49
fb2c817074e196977530dbddf2ed873d,Between 13 - 18,club_travel,36,2019-07-21 17:18:33
06b6495f2936320cf44ea75667648412,Between 13 - 18,club_travel,26,2019-07-21 17:56:40
1310c0dc8ae665c02e34698c10b6a3b2,Under 13,club_travel,12,2019-07-22 22:08:04
375a007390ab7bbc9b6b7a553cd618de,Under 13,club_travel,34,2019-07-24 22:51:53
58999cfb8f1309b08bd4812bcc088def,Between 13 - 18,club_travel,43,2019-07-25 14:57:10
ce6251a4ae6f639becd41c4de24ffea7,Between 13 - 18,club_travel,25,2019-07-26 12:45:23.887662
